"PID","Lot Frontage","Lot Area","Street","Alley","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Year Built","Year Remod/Add","MS Zoning","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Mas Vnr Area","Foundation","Heating","Central Air","Electrical","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Kitchen AbvGr","TotRms AbvGrd","Functional","Fireplaces","Fireplace Qu","Paved Drive","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Fence","MS SubClass","Sale Type","Sale Condition","SalePrice","Full Bath","Half Bath","Bedroom","Gr Liv Area","Mo Sold","Yr Sold","Garage Type","Garage Yr Blt","Garage Finish","Garage Cars","Garage Area","Garage Qual","Garage Cond","Pool Area","Pool QC","Bsmt Qual","Bsmt Exposure","Bsmt Cond","BsmtFin Type 1","BsmtFin SF 1","BsmtFin Type 2","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","Bsmt Full Bath","Bsmt Half Bath","Misc Feature","Misc Val","Exter Cond","Exter Qual","Kitchen Qual","Heating QC"
"535425050","86","11650","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","North Ames","PosA","Normal","1Fam","1Story","7","5","1959","1959","A (agr)","Hip","CompShg","Plywood","Plywood","BrkCmn","58","Slab","GasA","true","FuseA","1472","0","0","1","5","Typ","1","Gd","Y","0","68","0","0","227","NA","20","WD ","Normal","157500","2","0","2","1472","6","2006","Attchd","1959","Unf","2","484","TA","TA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","3-","3-","2-","2-"
"528118050","59","17169","Pave","NA","Moderately Irregular","Lvl","AllPub","CulDSac","Gtl","Northridge Heights","Norm","Normal","1Fam","1Story","10","5","2007","2007","A (agr)","Hip","CompShg","CemntBd","CmentBd","BrkFace","970","PConc","GasA","true","SBrkr","2290","0","0","1","7","Typ","1","Gd","Y","192","30","0","0","0","NA","20","New","Partial","500067","2","1","2","2290","8","2007","Attchd","2007","Fin","3","1174","TA","TA","0","NA","Ex","Av","TA","GLQ","1684","Unf","0","636","2320","2","false","NA","0","3-","1-","1-","1-"
"528427010","92","11932","Pave","NA","Regular","Lvl","AllPub","FR2","Gtl","Somerset","Adjacent to feeder street","Normal","1Fam","1Story","8","5","2007","2008","A (agr)","Gable","CompShg","VinylSd","VinylSd","Stone","186","PConc","GasA","true","SBrkr","1580","0","0","1","7","Typ","0","NA","Y","0","24","0","0","0","NA","20","ConLD","Partial","235128","2","0","3","1580","6","2008","Attchd","2008","RFn","3","830","TA","TA","0","NA","Gd","No","TA","Unf","0","Unf","0","1580","1580","0","false","NA","0","3-","2-","2-","1-"
"905401060","0","53227","Pave","NA","Slightly irregular","Low","AllPub","CulDSac","Mod","Clear Creek","Norm","Normal","1Fam","1Story","4","6","1954","1994","A (agr)","Flat","Tar&Grv","Plywood","Plywood","None","0","CBlock","GasA","true","SBrkr","1663","0","0","1","6","Min1","2","Gd","Y","224","137","0","0","0","NA","20","WD ","Normal","256000","1","0","2","1663","3","2008","Attchd","1954","Fin","2","529","TA","TA","0","NA","Gd","Gd","TA","BLQ","1116","Unf","0","248","1364","1","false","NA","0","3-","3-","2-","1-"
"916403020","50","8049","Pave","NA","Slightly irregular","Lvl","AllPub","CulDSac","Gtl","Timberland","Norm","Normal","1Fam","1Story","7","5","1990","1990","A (agr)","Hip","CompShg","HdBoard","HdBoard","BrkFace","54","CBlock","GasA","true","SBrkr","1339","0","0","1","6","Typ","1","TA","Y","0","58","0","0","90","NA","20","WD ","Normal","180000","2","0","2","1339","7","2006","Attchd","1990","Fin","2","484","Gd","Gd","0","NA","Gd","No","TA","ALQ","1053","Unf","0","256","1309","1","false","NA","0","3-","3-","3-","3-"
"527402210","0","15870","Pave","NA","Slightly irregular","Lvl","AllPub","Corner","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","5","1969","1969","A (agr)","Gable","CompShg","VinylSd","Plywood","None","0","CBlock","GasA","true","SBrkr","1096","0","0","1","6","Typ","0","NA","Y","240","32","0","0","0","NA","20","WD ","Abnorml","138800","1","0","3","1096","3","2006","Attchd","1969","Fin","1","299","TA","TA","0","NA","TA","Mn","TA","BLQ","75","Rec","791","230","1096","1","false","NA","0","3-","3-","3-","1-"
"535327200","70","13300","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","7","1956","2000","A (agr)","Hip","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","SBrkr","928","0","0","1","4","Typ","0","NA","Y","261","0","156","0","0","NA","20","WD ","Normal","132000","1","0","2","928","6","2007","Attchd","1956","Unf","1","252","TA","TA","0","NA","Gd","No","TA","Rec","377","Unf","0","551","928","0","false","NA","0","3-","3-","3-","3-"
"913350030","69","23580","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Mod","Mitchell","Norm","Normal","1Fam","1Story","6","6","1979","1979","A (agr)","Gable","CompShg","Plywood","Plywood","None","0","CBlock","GasA","true","SBrkr","1625","0","0","1","6","Typ","1","TA","Y","136","28","0","0","0","NA","20","WD ","Normal","242500","2","0","3","1625","9","2006","Attchd","1979","Fin","2","576","TA","TA","0","NA","Gd","Gd","TA","GLQ","776","Unf","0","849","1625","0","true","NA","0","3-","3-","4-","3-"
"923227100","80","13384","Pave","NA","Regular","Lvl","AllPub","Inside","Mod","Mitchell","Norm","Normal","1Fam","1Story","5","5","1969","1979","A (agr)","Gable","CompShg","Plywood","Plywood","BrkFace","194","PConc","GasA","true","SBrkr","1360","0","0","1","8","Typ","1","TA","Y","160","0","0","0","0","NA","20","WD ","Normal","140000","1","0","3","1360","5","2006","Attchd","1969","RFn","1","336","TA","TA","0","NA","TA","Av","TA","Rec","119","BLQ","344","641","1104","1","false","NA","0","3-","3-","3-","4-"
"528439010","87","10037","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","Somerset","Adjacent to feeder street","Normal","1Fam","1Story","8","5","2006","2007","A (agr)","Hip","CompShg","VinylSd","VinylSd","NA","0","PConc","GasA","true","SBrkr","1460","0","0","1","6","Typ","1","Gd","Y","0","20","0","0","0","NA","20","WD ","Normal","247000","2","0","3","1460","8","2008","Attchd","2006","Fin","2","480","TA","TA","0","NA","Ex","No","TA","GLQ","666","Unf","0","794","1460","0","false","NA","0","3-","2-","2-","1-"
"528441090","85","11128","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","Somerset","PosN","Near positive off-site feature--park, greenbelt, etc.","1Fam","1Story","9","5","2005","2006","A (agr)","Hip","CompShg","VinylSd","VinylSd","Stone","198","PConc","GasA","true","SBrkr","2490","0","0","1","9","Typ","2","Gd","Y","70","226","0","0","0","GdPrv","20","WD ","Normal","468000","2","0","2","2490","10","2009","Attchd","2005","Fin","3","795","TA","TA","0","NA","Ex","Gd","TA","GLQ","2158","Unf","0","300","2458","1","false","NA","0","3-","1-","1-","1-"
"534176140","88","10738","Pave","NA","Slightly irregular","Lvl","AllPub","Corner","Gtl","Northwest Ames","Norm","Normal","1Fam","1Story","6","7","1966","1966","A (agr)","Hip","CompShg","HdBoard","HdBoard","None","0","CBlock","GasA","true","SBrkr","1093","0","0","1","6","Typ","1","Fa","Y","224","0","0","0","0","MnPrv","20","WD ","Normal","158500","2","0","3","1093","11","2007","Attchd","1966","RFn","2","484","TA","TA","0","NA","TA","No","TA","ALQ","792","Unf","0","301","1093","1","false","Shed","400","3-","3-","3-","2-"
"535105030","75","7875","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","6","1961","1961","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","136","CBlock","GasA","true","SBrkr","1144","0","0","1","6","Typ","0","NA","Y","0","0","0","0","0","GdWo","20","WD ","Normal","139950","1","0","3","1144","9","2008","Attchd","1961","Unf","2","456","TA","TA","0","NA","TA","No","TA","Rec","572","Unf","0","572","1144","1","false","NA","0","3-","3-","3-","2-"
"535181030","0","12155","Pave","NA","Irregular","Lvl","AllPub","Inside","Gtl","North Ames","PosN","Normal","1Fam","1Story","6","3","1970","1970","A (agr)","Gable","CompShg","Plywood","Plywood","None","0","CBlock","GasA","true","SBrkr","1657","0","0","1","7","Typ","1","TA","Y","0","0","0","0","147","NA","20","WD ","Normal","163500","2","0","3","1657","3","2007","Attchd","1970","Unf","2","484","TA","TA","0","NA","Gd","No","TA","LwQ","1237","Unf","0","420","1657","0","true","NA","0","3-","3-","3-","2-"
"535456020","70","7945","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","6","1959","1959","A (agr)","Gable","CompShg","BrkFace","Wd Sdng","None","0","CBlock","GasA","true","FuseA","1150","0","0","1","6","Typ","0","NA","Y","0","0","0","0","0","NA","20","WD ","Normal","141000","1","0","3","1150","5","2006","Attchd","1959","RFn","1","300","TA","TA","0","NA","TA","No","TA","ALQ","179","BLQ","506","465","1150","1","false","NA","0","3-","3-","3-","1-"
"909275160","126","13108","Pave","NA","Moderately Irregular","HLS","AllPub","Inside","Gtl","Crawford","Norm","Normal","1Fam","1Story","5","5","1951","1951","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","SBrkr","1226","0","0","1","7","Min1","1","Gd","Y","174","24","120","0","228","NA","20","WD ","Normal","153500","1","1","2","1226","6","2007","Attchd","1951","Fin","2","400","TA","TA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","3-","3-","3-","4-"
"532353050","0","12968","Pave","NA","Moderately Irregular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Normal","1Fam","1Story","5","6","1962","1962","A (agr)","Hip","CompShg","HdBoard","Plywood","None","0","CBlock","GasA","true","SBrkr","912","0","0","1","4","Typ","0","NA","Y","140","0","0","0","176","NA","20","WD ","Normal","144000","1","0","2","912","9","2008","Detchd","1962","Unf","1","352","TA","TA","0","NA","TA","No","TA","ALQ","737","Unf","0","175","912","1","false","NA","0","3-","3-","3-","3-"
"532354010","80","8480","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Normal","1Fam","1Story","5","6","1963","1963","A (agr)","Hip","CompShg","HdBoard","HdBoard","None","0","CBlock","GasA","true","SBrkr","970","0","0","1","5","Typ","0","NA","Y","0","24","0","0","192","NA","20","WD ","Normal","132500","1","0","2","970","7","2007","Detchd","1996","Unf","2","624","TA","TA","0","NA","TA","No","TA","GLQ","630","Unf","0","340","970","1","false","NA","0","3-","3-","3-","3-"
"535301150","70","8092","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","6","8","1954","2000","A (agr)","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","176","CBlock","GasA","true","SBrkr","1050","0","0","1","6","Typ","0","NA","Y","0","0","0","0","0","NA","20","WD ","Abnorml","156000","1","0","3","1050","6","2006","Attchd","1954","RFn","1","286","TA","TA","0","NA","TA","No","TA","ALQ","824","Unf","0","226","1050","1","false","NA","0","2-","3-","2-","1-"
"907202140","69","9920","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","College Creek","Norm","Normal","1Fam","1Story","5","6","1969","1969","A (agr)","Gable","CompShg","HdBoard","Plywood","None","0","CBlock","GasA","true","SBrkr","971","0","0","1","5","Typ","1","Po","Y","0","0","0","0","0","NA","20","WD ","Normal","128500","1","1","3","971","5","2006","Attchd","1969","Unf","1","300","TA","TA","0","NA","Gd","Gd","TA","ALQ","523","Unf","0","448","971","0","false","NA","0","3-","3-","3-","3-"
"528228540","53","3710","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Bloomington Heights","Norm","Normal","1Fam","1Story","7","5","2007","2008","A (agr)","Gable","CompShg","WdShing","Wd Shng","BrkFace","20","PConc","GasA","true","SBrkr","1246","0","0","1","5","Typ","1","Gd","Y","100","24","0","0","0","NA","20","New","Partial","187687","2","0","2","1246","3","2008","Attchd","2007","Fin","2","428","TA","TA","0","NA","Gd","Gd","TA","Unf","0","Unf","0","1146","1146","0","false","NA","0","3-","2-","2-","1-"
"532376070","0","9316","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Normal","1Fam","1Story","5","5","1965","1965","A (agr)","Gable","CompShg","HdBoard","Plywood","None","0","CBlock","GasA","true","SBrkr","1020","0","0","1","5","Typ","0","NA","Y","171","0","0","0","0","MnPrv","20","Oth","Family","124100","2","0","3","1020","5","2009","Attchd","1965","Unf","1","288","TA","TA","0","NA","TA","No","TA","Rec","544","Unf","0","480","1024","0","false","NA","0","3-","3-","3-","2-"
"535151100","65","6860","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","6","1956","1956","A (agr)","Gable","CompShg","Wd Sdng","Wd Sdng","BrkCmn","54","CBlock","GasA","true","SBrkr","1008","0","0","1","6","Typ","0","NA","Y","0","0","0","0","0","NA","20","WD ","Normal","131000","1","0","3","1008","12","2007","Detchd","1964","Unf","1","308","TA","TA","0","NA","TA","No","TA","GLQ","908","Unf","0","100","1008","1","false","NA","0","3-","3-","4-","1-"
"905105070","0","8246","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Normal","1Fam","1Story","5","8","1968","2001","A (agr)","Gable","CompShg","Plywood","Plywood","None","0","CBlock","GasA","true","SBrkr","1060","0","0","1","6","Typ","1","TA","Y","406","90","0","0","0","MnPrv","20","WD ","Normal","154000","1","0","3","1060","5","2010","Attchd","1968","Unf","1","270","TA","TA","0","NA","TA","Mn","TA","Rec","188","ALQ","668","204","1060","1","false","NA","0","2-","3-","2-","1-"
"923205015","0","11875","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Mitchell","Norm","Normal","1Fam","1Story","5","5","1999","1999","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","1344","0","0","1","7","Typ","1","Gd","Y","328","0","0","0","0","NA","20","WD ","Normal","166500","2","0","3","1344","6","2010","Attchd","2001","Unf","2","686","TA","TA","0","NA","Gd","No","TA","Unf","0","Unf","0","1344","1344","0","false","NA","0","3-","3-","3-","1-"
"528172050","70","9926","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Northridge Heights","Norm","Normal","1Fam","1Story","7","5","2005","2006","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","210","PConc","GasA","true","SBrkr","1614","0","0","1","7","Typ","0","NA","Y","100","38","0","0","0","NA","20","WD ","Normal","245700","2","0","3","1614","5","2007","Attchd","2005","RFn","3","878","TA","TA","0","NA","Gd","Mn","TA","GLQ","1178","Unf","0","436","1614","1","false","NA","0","3-","2-","2-","1-"
"532376040","85","6970","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","Sawyer","Adjacent to feeder street","Normal","1Fam","1Story","4","5","1961","1961","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","SBrkr","1120","0","0","1","5","Typ","0","NA","Y","168","0","0","0","0","NA","20","WD ","Normal","129000","1","1","3","1120","5","2007","Attchd","1961","RFn","2","544","TA","TA","0","NA","TA","No","TA","ALQ","932","Unf","0","108","1040","1","false","Shed","400","3-","3-","4-","3-"
"535457020","80","8000","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","5","1960","1960","A (agr)","Hip","CompShg","BrkFace","BrkFace","None","0","CBlock","GasA","true","SBrkr","1377","0","0","1","6","Typ","2","TA","Y","0","0","0","0","0","MnPrv","20","WD ","Normal","156500","1","0","3","1377","11","2007","Attchd","1965","Unf","1","351","TA","TA","0","NA","TA","No","TA","BLQ","1098","Rec","154","125","1377","1","false","NA","0","3-","3-","3-","3-"
"905200340","102","17920","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Normal","1Fam","1Story","5","4","1955","1974","A (agr)","Hip","CompShg","Wd Sdng","Plywood","None","0","CBlock","GasA","true","SBrkr","1779","0","0","1","6","Typ","1","Gd","Y","0","418","0","0","312","NA","20","WD ","Abnorml","170000","1","1","3","1779","7","2006","Attchd","1955","Unf","2","454","TA","TA","0","NA","TA","Mn","TA","ALQ","306","Rec","1085","372","1763","1","false","NA","0","3-","3-","3-","3-"
"907410080","70","8400","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","College Creek","Norm","Normal","1Fam","1Story","7","5","2004","2005","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","109","PConc","GasA","true","SBrkr","1484","0","0","1","7","Typ","0","NA","Y","0","35","0","144","0","NA","20","WD ","Normal","213000","2","0","3","1484","5","2010","Attchd","2004","RFn","2","606","TA","TA","0","NA","Gd","Av","TA","GLQ","712","Unf","0","761","1473","1","false","NA","0","3-","2-","2-","1-"
"916380060","74","11563","Pave","NA","Slightly irregular","HLS","AllPub","Inside","Gtl","Timberland","Norm","Normal","1Fam","1Story","8","5","2006","2007","A (agr)","Hip","CompShg","VinylSd","VinylSd","Stone","258","PConc","GasA","true","SBrkr","1537","0","0","1","8","Typ","0","NA","Y","0","26","0","0","0","NA","20","WD ","Normal","294000","2","0","3","1537","4","2008","Attchd","2007","Fin","3","788","TA","TA","0","NA","Ex","Gd","TA","GLQ","1036","Unf","0","482","1518","1","false","NA","0","3-","2-","2-","1-"
"527353020","80","10928","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Northwest Ames","Norm","Normal","1Fam","1Story","6","6","1978","1986","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","101","PConc","GasA","true","SBrkr","1671","0","0","1","7","Typ","1","TA","Y","252","55","0","0","0","NA","20","WD ","Normal","200000","2","0","3","1671","8","2009","Attchd","1978","RFn","2","484","TA","TA","0","NA","TA","No","TA","LwQ","363","Unf","0","1064","1427","0","false","NA","0","3-","3-","3-","3-"
"528228465","43","3182","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Bloomington Heights","Norm","Normal","1Fam","1Story","7","5","2007","2007","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","16","PConc","GasA","true","SBrkr","1266","0","0","1","6","Typ","1","Gd","Y","100","16","0","0","0","NA","20","WD ","Normal","159895","2","0","2","1266","3","2008","Attchd","2007","Fin","2","388","TA","TA","0","NA","Gd","Av","TA","Unf","0","Unf","0","1266","1266","0","false","NA","0","3-","2-","2-","1-"
"907275080","73","11927","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","College Creek","Norm","Normal","1Fam","1Story","8","5","1994","1995","A (agr)","Hip","CompShg","HdBoard","HdBoard","BrkFace","519","PConc","GasA","true","SBrkr","1592","0","0","1","7","Typ","1","TA","Y","120","35","0","0","0","NA","20","WD ","Normal","228000","2","0","3","1592","6","2007","Attchd","1994","Fin","2","484","TA","TA","0","NA","Gd","Gd","TA","BLQ","408","GLQ","465","683","1556","0","false","NA","0","3-","2-","2-","1-"
"907414020","63","8487","Pave","NA","Regular","Lvl","AllPub","FR2","Gtl","College Creek","Norm","Normal","1Fam","1Story","7","5","2004","2004","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","210","PConc","GasA","true","SBrkr","1500","0","0","1","6","Typ","0","NA","Y","192","36","0","0","0","NA","20","WD ","Normal","190000","2","0","3","1500","8","2009","Attchd","2004","RFn","2","570","TA","TA","0","NA","Gd","Av","TA","GLQ","20","Unf","0","1480","1500","0","false","NA","0","3-","2-","2-","1-"
"908250090","68","9520","Pave","NA","Regular","Bnk","AllPub","Inside","Mod","Edwards","Norm","Normal","1Fam","1Story","4","5","1953","1953","A (agr)","Gable","CompShg","MetalSd","MetalSd","Stone","115","CBlock","GasA","true","SBrkr","930","0","0","1","5","Typ","0","NA","Y","134","0","0","0","0","MnPrv","20","WD ","Normal","99000","1","0","2","930","5","2008","Attchd","1953","RFn","1","286","TA","TA","0","NA","Gd","No","TA","Rec","767","Unf","0","144","911","0","false","NA","0","3-","3-","3-","3-"
"533128090","89","12461","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","Northridge","Norm","Normal","1Fam","1Story","8","5","1994","1995","A (agr)","Gable","CompShg","ImStucc","ImStucc","None","0","PConc","GasA","true","SBrkr","1624","0","0","1","5","Typ","1","Fa","Y","0","114","192","0","0","GdPrv","20","WD ","Normal","262000","2","0","2","1624","7","2006","Attchd","1994","RFn","3","757","TA","TA","0","NA","Gd","No","TA","GLQ","1456","Unf","0","168","1624","1","false","NA","0","3-","2-","2-","1-"
"534476320","80","9600","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","6","1956","1956","A (agr)","Hip","CompShg","MetalSd","MetalSd","None","0","CBlock","GasA","true","SBrkr","1050","0","0","1","5","Typ","0","NA","Y","0","0","0","0","0","NA","20","WD ","Normal","128900","1","0","2","1050","6","2009","Attchd","1956","Unf","1","338","TA","TA","0","NA","TA","No","TA","Rec","504","Unf","0","546","1050","0","false","NA","0","3-","3-","3-","2-"
"535152250","70","8400","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","5","6","1957","1957","A (agr)","Gable","CompShg","MetalSd","MetalSd","None","0","CBlock","GasA","true","SBrkr","1314","0","0","1","5","Typ","0","NA","Y","250","0","0","0","0","NA","20","WD ","Normal","145000","1","0","3","1314","6","2010","Attchd","1957","RFn","1","294","TA","TA","0","NA","TA","No","TA","Rec","922","Unf","0","392","1314","1","false","NA","0","2-","3-","3-","3-"
"535403190","62","8010","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","6","9","1958","2007","A (agr)","Hip","CompShg","Wd Sdng","Wd Sdng","None","0","CBlock","GasA","true","SBrkr","951","0","0","1","6","Typ","0","NA","Y","0","0","42","0","0","NA","20","WD ","Normal","143500","1","0","2","951","9","2009","Detchd","1985","Unf","2","480","TA","TA","0","NA","TA","Mn","TA","GLQ","745","Unf","0","206","951","1","false","Shed","450","2-","2-","2-","2-"
"908102110","68","8842","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Normal","1Fam","1Story","5","6","1954","1954","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","SBrkr","992","0","0","1","6","Typ","0","NA","Y","60","0","56","0","0","MnPrv","20","Oth","Abnorml","155891","1","0","3","992","1","2010","Detchd","1954","Unf","1","319","TA","TA","0","NA","Fa","No","TA","Unf","0","Unf","0","381","381","0","false","NA","0","2-","3-","3-","1-"
"528112010","108","12228","Pave","NA","Regular","Lvl","AllPub","Corner","Gtl","Northridge Heights","Norm","Normal","1Fam","1Story","7","5","2006","2006","A (agr)","Hip","CompShg","VinylSd","VinylSd","Stone","206","PConc","GasA","true","SBrkr","1740","0","0","1","8","Typ","0","NA","Y","0","43","0","0","0","NA","20","New","Partial","293000","2","0","4","1740","9","2006","Attchd","2006","RFn","3","874","TA","TA","0","NA","Ex","No","Gd","Unf","0","Unf","0","1721","1721","0","false","NA","0","3-","2-","2-","1-"
"528172070","71","9254","Pave","NA","Slightly irregular","Lvl","AllPub","Inside","Gtl","Northridge Heights","Norm","Normal","1Fam","1Story","8","5","2005","2005","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","210","PConc","GasA","true","SBrkr","1721","0","0","1","7","Typ","0","NA","Y","168","27","0","0","0","NA","20","WD ","Normal","232698","2","0","3","1721","1","2007","Attchd","2005","RFn","2","554","TA","TA","0","NA","Gd","No","TA","GLQ","119","Unf","0","1602","1721","1","false","NA","0","3-","2-","2-","1-"
"531363020","63","7500","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","Sawyer West","Norm","Normal","1Fam","1Story","6","5","2006","2007","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","1100","0","0","1","6","Typ","0","NA","Y","0","136","0","0","0","NA","20","New","Partial","146000","1","1","3","1100","6","2007","NA","0","NA","0","0","NA","NA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","3-","3-","3-","1-"
"535151020","73","8760","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","North Ames","Norm","Normal","1Fam","1Story","6","7","1957","1999","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","SBrkr","936","0","0","1","4","Typ","0","NA","Y","0","0","0","219","0","NA","20","WD ","Normal","141000","1","0","2","936","9","2007","Attchd","1957","RFn","1","315","TA","TA","0","NA","TA","No","TA","ALQ","873","Unf","0","63","936","1","false","NA","0","3-","3-","2-","3-"
"535176070","90","11988","Pave","NA","Slightly irregular","Lvl","AllPub","Corner","Gtl","North Ames","Adjacent to feeder street","Normal","1Fam","1Story","6","6","1957","1957","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","CBlock","GasA","true","FuseA","1244","0","0","1","6","Typ","2","Gd","Y","0","40","0","0","0","NA","20","WD ","Normal","150000","1","1","3","1244","5","2007","Attchd","1957","Unf","1","336","TA","TA","0","NA","TA","No","TA","Rec","777","Unf","0","467","1244","0","false","NA","0","3-","3-","3-","1-"
"906392110","78","11645","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","College Creek","Norm","Normal","1Fam","1Story","8","5","2005","2006","A (agr)","Gable","CompShg","VinylSd","VinylSd","Stone","76","PConc","GasA","true","SBrkr","1498","0","0","1","7","Typ","1","Gd","Y","144","98","0","0","0","NA","20","WD ","Normal","237000","2","0","3","1498","3","2009","Attchd","2005","Fin","3","844","TA","TA","0","NA","Ex","Gd","TA","GLQ","24","Unf","0","1474","1498","0","false","NA","0","3-","2-","2-","1-"
"906412050","91","11778","Pave","NA","Regular","Lvl","AllPub","Inside","Gtl","College Creek","PosN","Normal","1Fam","1Story","9","5","2008","2008","A (agr)","Hip","CompShg","VinylSd","VinylSd","Stone","402","PConc","GasA","true","SBrkr","1766","0","0","1","8","Typ","2","Gd","Y","216","36","0","0","0","NA","20","New","Partial","395039","2","1","3","1766","12","2008","Attchd","2008","Fin","3","874","TA","TA","0","NA","Ex","Av","TA","GLQ","1153","Unf","0","598","1751","1","false","NA","0","3-","1-","1-","1-"
"923202137","77","9278","Pave","NA","Regular","Lvl","AllPub","FR2","Gtl","Mitchell","Adjacent to feeder street","Artery","1Fam","1Story","5","5","2007","2008","A (agr)","Gable","CompShg","VinylSd","VinylSd","None","0","PConc","GasA","true","SBrkr","1092","0","0","1","5","Typ","0","NA","Y","0","52","0","0","0","NA","20","WD ","Abnorml","146000","1","0","2","1092","2","2008","NA","0","NA","0","0","NA","NA","0","NA","NA","NA","NA","NA","0","NA","0","0","0","0","false","NA","0","3-","3-","3-","1-"
"528172080","92","10845","Pave","NA","Slightly irregular","Lvl","AllPub","Corner","Gtl","Northridge Heights","Norm","Normal","1Fam","1Story","8","5","2003","2004","A (agr)","Gable","CompShg","VinylSd","VinylSd","BrkFace","504","PConc","GasA","true","SBrkr","1575","0","0","1","7","Typ","1","TA","Y","216","28","0","0","0","NA","20","WD ","Normal","284000","2","0","2","1575","6","2008","Attchd","2003","Fin","3","732","TA","TA","0","NA","Gd","Mn","TA","GLQ","1149","Unf","0","454","1603","1","false","NA","0","3-","2-","2-","1-"
